symbol,hex,code,name,category,entities,set,tags
ꩾ,AA7E,43646,myanmar letter shwe palaung cha,Myanmar Extended-A,,,
ꩿ,AA7F,43647,myanmar letter shwe palaung sha,Myanmar Extended-A,,,
ꪀ,AA80,43648,tai viet letter low ko,Tai Viet,,,
ꪁ,AA81,43649,tai viet letter high ko,Tai Viet,,,
ꪂ,AA82,43650,tai viet letter low kho,Tai Viet,,,
ꪃ,AA83,43651,tai viet letter high kho,Tai Viet,,,
ꪄ,AA84,43652,tai viet letter low khho,Tai Viet,,,
ꪅ,AA85,43653,tai viet letter high khho,Tai Viet,,,
ꪆ,AA86,43654,tai viet letter low go,Tai Viet,,,
ꪇ,AA87,43655,tai viet letter high go,Tai Viet,,,
ꪈ,AA88,43656,tai viet letter low ngo,Tai Viet,,,
ꪉ,AA89,43657,tai viet letter high ngo,Tai Viet,,,
ꪊ,AA8A,43658,tai viet letter low co,Tai Viet,,,
ꪋ,AA8B,43659,tai viet letter high co,Tai Viet,,,
ꪌ,AA8C,43660,tai viet letter low cho,Tai Viet,,,
ꪍ,AA8D,43661,tai viet letter high cho,Tai Viet,,,
ꪎ,AA8E,43662,tai viet letter low so,Tai Viet,,,
ꪏ,AA8F,43663,tai viet letter high so,Tai Viet,,,
ꪐ,AA90,43664,tai viet letter low nyo,Tai Viet,,,
ꪑ,AA91,43665,tai viet letter high nyo,Tai Viet,,,
ꪒ,AA92,43666,tai viet letter low do,Tai Viet,,,
ꪓ,AA93,43667,tai viet letter high do,Tai Viet,,,
ꪔ,AA94,43668,tai viet letter low to,Tai Viet,,,
ꪕ,AA95,43669,tai viet letter high to,Tai Viet,,,
ꪖ,AA96,43670,tai viet letter low tho,Tai Viet,,,
ꪗ,AA97,43671,tai viet letter high tho,Tai Viet,,,
ꪘ,AA98,43672,tai viet letter low no,Tai Viet,,,
ꪙ,AA99,43673,tai viet letter high no,Tai Viet,,,
ꪚ,AA9A,43674,tai viet letter low bo,Tai Viet,,,
ꪛ,AA9B,43675,tai viet letter high bo,Tai Viet,,,
ꪜ,AA9C,43676,tai viet letter low po,Tai Viet,,,
ꪝ,AA9D,43677,tai viet letter high po,Tai Viet,,,
ꪞ,AA9E,43678,tai viet letter low pho,Tai Viet,,,
ꪟ,AA9F,43679,tai viet letter high pho,Tai Viet,,,
ꪠ,AAA0,43680,tai viet letter low fo,Tai Viet,,,
ꪡ,AAA1,43681,tai viet letter high fo,Tai Viet,,,
ꪢ,AAA2,43682,tai viet letter low mo,Tai Viet,,,
ꪣ,AAA3,43683,tai viet letter high mo,Tai Viet,,,
ꪤ,AAA4,43684,tai viet letter low yo,Tai Viet,,,
ꪥ,AAA5,43685,tai viet letter high yo,Tai Viet,,,
ꪦ,AAA6,43686,tai viet letter low ro,Tai Viet,,,
ꪧ,AAA7,43687,tai viet letter high ro,Tai Viet,,,
ꪨ,AAA8,43688,tai viet letter low lo,Tai Viet,,,
ꪩ,AAA9,43689,tai viet letter high lo,Tai Viet,,,
ꪪ,AAAA,43690,tai viet letter low vo,Tai Viet,,,
ꪫ,AAAB,43691,tai viet letter high vo,Tai Viet,,,
ꪬ,AAAC,43692,tai viet letter low ho,Tai Viet,,,
ꪭ,AAAD,43693,tai viet letter high ho,Tai Viet,,,
ꪮ,AAAE,43694,tai viet letter low o,Tai Viet,,,
ꪯ,AAAF,43695,tai viet letter high o,Tai Viet,,,
ꪰ,AAB0,43696,tai viet mai kang,Tai Viet,,,
ꪱ,AAB1,43697,tai viet vowel aa,Tai Viet,,,
ꪲ,AAB2,43698,tai viet vowel i,Tai Viet,,,
ꪳ,AAB3,43699,tai viet vowel ue,Tai Viet,,,
ꪴ,AAB4,43700,tai viet vowel u,Tai Viet,,,
ꪵ,AAB5,43701,tai viet vowel e,Tai Viet,,,
ꪶ,AAB6,43702,tai viet vowel o,Tai Viet,,,
ꪷ,AAB7,43703,tai viet mai khit,Tai Viet,,,
ꪸ,AAB8,43704,tai viet vowel ia,Tai Viet,,,
ꪹ,AAB9,43705,tai viet vowel uea,Tai Viet,,,
ꪺ,AABA,43706,tai viet vowel ua,Tai Viet,,,
ꪻ,AABB,43707,tai viet vowel aue,Tai Viet,,,
ꪼ,AABC,43708,tai viet vowel ay,Tai Viet,,,
ꪽ,AABD,43709,tai viet vowel an,Tai Viet,,,
ꪾ,AABE,43710,tai viet vowel am,Tai Viet,,,
꪿,AABF,43711,tai viet tone mai ek,Tai Viet,,,
ꫀ,AAC0,43712,tai viet tone mai nueng,Tai Viet,,,
꫁,AAC1,43713,tai viet tone mai tho,Tai Viet,,,
ꫂ,AAC2,43714,tai viet tone mai song,Tai Viet,,,
ꫛ,AADB,43739,tai viet symbol kon,Tai Viet,,,
ꫜ,AADC,43740,tai viet symbol nueng,Tai Viet,,,
ꫝ,AADD,43741,tai viet symbol sam,Tai Viet,,,
꫞,AADE,43742,tai viet symbol ho hoi,Tai Viet,,,
꫟,AADF,43743,tai viet symbol koi koi,Tai Viet,,,
ꫠ,AAE0,43744,meetei mayek letter e,Meetei Mayek Extensions,,,
ꫡ,AAE1,43745,meetei mayek letter o,Meetei Mayek Extensions,,,
ꫢ,AAE2,43746,meetei mayek letter cha,Meetei Mayek Extensions,,,
ꫣ,AAE3,43747,meetei mayek letter nya,Meetei Mayek Extensions,,,
ꫤ,AAE4,43748,meetei mayek letter tta,Meetei Mayek Extensions,,,
ꫥ,AAE5,43749,meetei mayek letter ttha,Meetei Mayek Extensions,,,
ꫦ,AAE6,43750,meetei mayek letter dda,Meetei Mayek Extensions,,,
ꫧ,AAE7,43751,meetei mayek letter ddha,Meetei Mayek Extensions,,,
ꫨ,AAE8,43752,meetei mayek letter nna,Meetei Mayek Extensions,,,
ꫩ,AAE9,43753,meetei mayek letter sha,Meetei Mayek Extensions,,,
ꫪ,AAEA,43754,meetei mayek letter ssa,Meetei Mayek Extensions,,,
ꫫ,AAEB,43755,meetei mayek vowel sign ii,Meetei Mayek Extensions,,,
ꫬ,AAEC,43756,meetei mayek vowel sign uu,Meetei Mayek Extensions,,,
ꫭ,AAED,43757,meetei mayek vowel sign aai,Meetei Mayek Extensions,,,
ꫮ,AAEE,43758,meetei mayek vowel sign au,Meetei Mayek Extensions,,,
ꫯ,AAEF,43759,meetei mayek vowel sign aau,Meetei Mayek Extensions,,,
꫰,AAF0,43760,meetei mayek cheikhan,Meetei Mayek Extensions,,,
꫱,AAF1,43761,meetei mayek ahang khudam,Meetei Mayek Extensions,,,
ꫲ,AAF2,43762,meetei mayek anji,Meetei Mayek Extensions,,,
ꫳ,AAF3,43763,meetei mayek syllable repetition mark,Meetei Mayek Extensions,,,
ꫴ,AAF4,43764,meetei mayek word repetition mark,Meetei Mayek Extensions,,,
ꫵ,AAF5,43765,meetei mayek vowel sign visarga,Meetei Mayek Extensions,,,
꫶,AAF6,43766,meetei mayek virama,Meetei Mayek Extensions,,,
ꬁ,AB01,43777,ethiopic syllable tthu,Ethiopic Extended-A,,,
ꬂ,AB02,43778,ethiopic syllable tthi,Ethiopic Extended-A,,,
ꬃ,AB03,43779,ethiopic syllable tthaa,Ethiopic Extended-A,,,
ꬄ,AB04,43780,ethiopic syllable tthee,Ethiopic Extended-A,,,
ꬅ,AB05,43781,ethiopic syllable tthe,Ethiopic Extended-A,,,
ꬆ,AB06,43782,ethiopic syllable ttho,Ethiopic Extended-A,,,
ꬉ,AB09,43785,ethiopic syllable ddhu,Ethiopic Extended-A,,,
ꬊ,AB0A,43786,ethiopic syllable ddhi,Ethiopic Extended-A,,,
ꬋ,AB0B,43787,ethiopic syllable ddhaa,Ethiopic Extended-A,,,
ꬌ,AB0C,43788,ethiopic syllable ddhee,Ethiopic Extended-A,,,
ꬍ,AB0D,43789,ethiopic syllable ddhe,Ethiopic Extended-A,,,
ꬎ,AB0E,43790,ethiopic syllable ddho,Ethiopic Extended-A,,,
ꬑ,AB11,43793,ethiopic syllable dzu,Ethiopic Extended-A,,,
ꬒ,AB12,43794,ethiopic syllable dzi,Ethiopic Extended-A,,,
ꬓ,AB13,43795,ethiopic syllable dzaa,Ethiopic Extended-A,,,
ꬔ,AB14,43796,ethiopic syllable dzee,Ethiopic Extended-A,,,
ꬕ,AB15,43797,ethiopic syllable dze,Ethiopic Extended-A,,,
ꬖ,AB16,43798,ethiopic syllable dzo,Ethiopic Extended-A,,,
ꬠ,AB20,43808,ethiopic syllable cchha,Ethiopic Extended-A,,,
ꬡ,AB21,43809,ethiopic syllable cchhu,Ethiopic Extended-A,,,
ꬢ,AB22,43810,ethiopic syllable cchhi,Ethiopic Extended-A,,,
ꬣ,AB23,43811,ethiopic syllable cchhaa,Ethiopic Extended-A,,,
ꬤ,AB24,43812,ethiopic syllable cchhee,Ethiopic Extended-A,,,
ꬥ,AB25,43813,ethiopic syllable cchhe,Ethiopic Extended-A,,,
ꬦ,AB26,43814,ethiopic syllable cchho,Ethiopic Extended-A,,,
ꬨ,AB28,43816,ethiopic syllable bba,Ethiopic Extended-A,,,
ꬩ,AB29,43817,ethiopic syllable bbu,Ethiopic Extended-A,,,
ꬪ,AB2A,43818,ethiopic syllable bbi,Ethiopic Extended-A,,,
ꬫ,AB2B,43819,ethiopic syllable bbaa,Ethiopic Extended-A,,,
ꬬ,AB2C,43820,ethiopic syllable bbee,Ethiopic Extended-A,,,
ꬭ,AB2D,43821,ethiopic syllable bbe,Ethiopic Extended-A,,,
ꬮ,AB2E,43822,ethiopic syllable bbo,Ethiopic Extended-A,,,
ꬰ,AB30,43824,latin small letter barred alpha,Latin Extended-E,,,
ꬱ,AB31,43825,latin small letter a reversed-schwa,Latin Extended-E,,,
ꬲ,AB32,43826,latin small letter blackletter e,Latin Extended-E,,,
ꬳ,AB33,43827,latin small letter barred e,Latin Extended-E,,,
ꬴ,AB34,43828,latin small letter e with flourish,Latin Extended-E,,,
ꬵ,AB35,43829,latin small letter lenis f,Latin Extended-E,,,
ꬶ,AB36,43830,latin small letter script g with crossed-tail,Latin Extended-E,,,
ꬷ,AB37,43831,latin small letter l with inverted lazy s,Latin Extended-E,,,
ꬸ,AB38,43832,latin small letter l with double middle tilde,Latin Extended-E,,,
ꬹ,AB39,43833,latin small letter l with middle ring,Latin Extended-E,,,
ꬺ,AB3A,43834,latin small letter m with crossed-tail,Latin Extended-E,,,
ꬻ,AB3B,43835,latin small letter n with crossed-tail,Latin Extended-E,,,
ꬼ,AB3C,43836,latin small letter eng with crossed-tail,Latin Extended-E,,,
ꬽ,AB3D,43837,latin small letter blackletter o,Latin Extended-E,,,
ꬾ,AB3E,43838,latin small letter blackletter o with stroke,Latin Extended-E,,,
ꬿ,AB3F,43839,latin small letter open o with stroke,Latin Extended-E,,,
ꭀ,AB40,43840,latin small letter inverted oe,Latin Extended-E,,,
ꭁ,AB41,43841,latin small letter turned oe with stroke,Latin Extended-E,,,
ꭂ,AB42,43842,latin small letter turned oe with horizontal stroke,Latin Extended-E,,,
ꭃ,AB43,43843,latin small letter turned o open-o,Latin Extended-E,,,
ꭄ,AB44,43844,latin small letter turned o open-o with stroke,Latin Extended-E,,,
ꭅ,AB45,43845,latin small letter stirrup r,Latin Extended-E,,,
ꭆ,AB46,43846,latin letter small capital r with right leg,Latin Extended-E,,,
ꭇ,AB47,43847,latin small letter r without handle,Latin Extended-E,,,
ꭈ,AB48,43848,latin small letter double r,Latin Extended-E,,,
ꭉ,AB49,43849,latin small letter r with crossed-tail,Latin Extended-E,,,
ꭊ,AB4A,43850,latin small letter double r with crossed-tail,Latin Extended-E,,,
ꭋ,AB4B,43851,latin small letter script r,Latin Extended-E,,,
ꭌ,AB4C,43852,latin small letter script r with ring,Latin Extended-E,,,
ꭍ,AB4D,43853,latin small letter baseline esh,Latin Extended-E,,,
ꭎ,AB4E,43854,latin small letter u with short right leg,Latin Extended-E,,,
ꭏ,AB4F,43855,latin small letter u bar with short right leg,Latin Extended-E,,,
ꭐ,AB50,43856,latin small letter ui,Latin Extended-E,,,
ꭑ,AB51,43857,latin small letter turned ui,Latin Extended-E,,,
ꭒ,AB52,43858,latin small letter u with left hook,Latin Extended-E,,,
ꭓ,AB53,43859,latin small letter chi,Latin Extended-E,,,
ꭔ,AB54,43860,latin small letter chi with low right ring,Latin Extended-E,,,
ꭕ,AB55,43861,latin small letter chi with low left serif,Latin Extended-E,,,
ꭖ,AB56,43862,latin small letter x with low right ring,Latin Extended-E,,,
ꭗ,AB57,43863,latin small letter x with long left leg,Latin Extended-E,,,
ꭘ,AB58,43864,latin small letter x with long left leg and low right ring,Latin Extended-E,,,
ꭙ,AB59,43865,latin small letter x with long left leg with serif,Latin Extended-E,,,
ꭚ,AB5A,43866,latin small letter y with short right leg,Latin Extended-E,,,
꭛,AB5B,43867,modifier breve with inverted breve,Latin Extended-E,,,
ꭜ,AB5C,43868,modifier letter small heng,Latin Extended-E,,,
ꭝ,AB5D,43869,modifier letter small l with inverted lazy s,Latin Extended-E,,,
ꭞ,AB5E,43870,modifier letter small l with middle tilde,Latin Extended-E,,,
ꭟ,AB5F,43871,modifier letter small u with left hook,Latin Extended-E,,,
ꭠ,AB60,43872,latin small letter sakha yat,Latin Extended-E,,,
ꭡ,AB61,43873,latin small letter iotified e,Latin Extended-E,,,
ꭢ,AB62,43874,latin small letter open oe,Latin Extended-E,,,
ꭣ,AB63,43875,latin small letter uo,Latin Extended-E,,,
ꭤ,AB64,43876,latin small letter inverted alpha,Latin Extended-E,,,
ꭥ,AB65,43877,greek letter small capital omega,Latin Extended-E,,,
ꭦ,AB66,43878,latin small letter dz digraph with retroflex hook,Latin Extended-E,,,
ꭧ,AB67,43879,latin small letter ts digraph with retroflex hook,Latin Extended-E,,,
ꭰ,AB70,43888,cherokee small letter a,Cherokee Supplement,,,
ꭱ,AB71,43889,cherokee small letter e,Cherokee Supplement,,,
ꭲ,AB72,43890,cherokee small letter i,Cherokee Supplement,,,
ꭳ,AB73,43891,cherokee small letter o,Cherokee Supplement,,,
ꭴ,AB74,43892,cherokee small letter u,Cherokee Supplement,,,
ꭵ,AB75,43893,cherokee small letter v,Cherokee Supplement,,,
ꭶ,AB76,43894,cherokee small letter ga,Cherokee Supplement,,,
ꭷ,AB77,43895,cherokee small letter ka,Cherokee Supplement,,,
ꭸ,AB78,43896,cherokee small letter ge,Cherokee Supplement,,,
ꭹ,AB79,43897,cherokee small letter gi,Cherokee Supplement,,,
ꭺ,AB7A,43898,cherokee small letter go,Cherokee Supplement,,,
ꭻ,AB7B,43899,cherokee small letter gu,Cherokee Supplement,,,
ꭼ,AB7C,43900,cherokee small letter gv,Cherokee Supplement,,,
ꭽ,AB7D,43901,cherokee small letter ha,Cherokee Supplement,,,
ꭾ,AB7E,43902,cherokee small letter he,Cherokee Supplement,,,
ꭿ,AB7F,43903,cherokee small letter hi,Cherokee Supplement,,,
ꮀ,AB80,43904,cherokee small letter ho,Cherokee Supplement,,,
ꮁ,AB81,43905,cherokee small letter hu,Cherokee Supplement,,,
ꮂ,AB82,43906,cherokee small letter hv,Cherokee Supplement,,,
ꮃ,AB83,43907,cherokee small letter la,Cherokee Supplement,,,
ꮄ,AB84,43908,cherokee small letter le,Cherokee Supplement,,,
ꮅ,AB85,43909,cherokee small letter li,Cherokee Supplement,,,
ꮆ,AB86,43910,cherokee small letter lo,Cherokee Supplement,,,
ꮇ,AB87,43911,cherokee small letter lu,Cherokee Supplement,,,
ꮈ,AB88,43912,cherokee small letter lv,Cherokee Supplement,,,
ꮉ,AB89,43913,cherokee small letter ma,Cherokee Supplement,,,
ꮊ,AB8A,43914,cherokee small letter me,Cherokee Supplement,,,
ꮋ,AB8B,43915,cherokee small letter mi,Cherokee Supplement,,,
ꮌ,AB8C,43916,cherokee small letter mo,Cherokee Supplement,,,
ꮍ,AB8D,43917,cherokee small letter mu,Cherokee Supplement,,,
ꮎ,AB8E,43918,cherokee small letter na,Cherokee Supplement,,,
ꮏ,AB8F,43919,cherokee small letter hna,Cherokee Supplement,,,
ꮐ,AB90,43920,cherokee small letter nah,Cherokee Supplement,,,
ꮑ,AB91,43921,cherokee small letter ne,Cherokee Supplement,,,
ꮒ,AB92,43922,cherokee small letter ni,Cherokee Supplement,,,
ꮓ,AB93,43923,cherokee small letter no,Cherokee Supplement,,,
ꮔ,AB94,43924,cherokee small letter nu,Cherokee Supplement,,,
ꮕ,AB95,43925,cherokee small letter nv,Cherokee Supplement,,,
ꮖ,AB96,43926,cherokee small letter qua,Cherokee Supplement,,,
ꮗ,AB97,43927,cherokee small letter que,Cherokee Supplement,,,
ꮘ,AB98,43928,cherokee small letter qui,Cherokee Supplement,,,
ꮙ,AB99,43929,cherokee small letter quo,Cherokee Supplement,,,
ꮚ,AB9A,43930,cherokee small letter quu,Cherokee Supplement,,,
ꮛ,AB9B,43931,cherokee small letter quv,Cherokee Supplement,,,
ꮜ,AB9C,43932,cherokee small letter sa,Cherokee Supplement,,,
ꮝ,AB9D,43933,cherokee small letter s,Cherokee Supplement,,,
ꮞ,AB9E,43934,cherokee small letter se,Cherokee Supplement,,,
ꮟ,AB9F,43935,cherokee small letter si,Cherokee Supplement,,,
ꮠ,ABA0,43936,cherokee small letter so,Cherokee Supplement,,,
ꮡ,ABA1,43937,cherokee small letter su,Cherokee Supplement,,,
ꮢ,ABA2,43938,cherokee small letter sv,Cherokee Supplement,,,
ꮣ,ABA3,43939,cherokee small letter da,Cherokee Supplement,,,
ꮤ,ABA4,43940,cherokee small letter ta,Cherokee Supplement,,,
ꮥ,ABA5,43941,cherokee small letter de,Cherokee Supplement,,,
ꮦ,ABA6,43942,cherokee small letter te,Cherokee Supplement,,,
ꮧ,ABA7,43943,cherokee small letter di,Cherokee Supplement,,,
ꮨ,ABA8,43944,cherokee small letter ti,Cherokee Supplement,,,
ꮩ,ABA9,43945,cherokee small letter do,Cherokee Supplement,,,
ꮪ,ABAA,43946,cherokee small letter du,Cherokee Supplement,,,
ꮫ,ABAB,43947,cherokee small letter dv,Cherokee Supplement,,,
ꮬ,ABAC,43948,cherokee small letter dla,Cherokee Supplement,,,
ꮭ,ABAD,43949,cherokee small letter tla,Cherokee Supplement,,,
ꮮ,ABAE,43950,cherokee small letter tle,Cherokee Supplement,,,
ꮯ,ABAF,43951,cherokee small letter tli,Cherokee Supplement,,,
ꮰ,ABB0,43952,cherokee small letter tlo,Cherokee Supplement,,,
ꮱ,ABB1,43953,cherokee small letter tlu,Cherokee Supplement,,,
ꮲ,ABB2,43954,cherokee small letter tlv,Cherokee Supplement,,,
ꮳ,ABB3,43955,cherokee small letter tsa,Cherokee Supplement,,,
ꮴ,ABB4,43956,cherokee small letter tse,Cherokee Supplement,,,
ꮵ,ABB5,43957,cherokee small letter tsi,Cherokee Supplement,,,
ꮶ,ABB6,43958,cherokee small letter tso,Cherokee Supplement,,,
ꮷ,ABB7,43959,cherokee small letter tsu,Cherokee Supplement,,,
ꮸ,ABB8,43960,cherokee small letter tsv,Cherokee Supplement,,,
ꮹ,ABB9,43961,cherokee small letter wa,Cherokee Supplement,,,
ꮺ,ABBA,43962,cherokee small letter we,Cherokee Supplement,,,
ꮻ,ABBB,43963,cherokee small letter wi,Cherokee Supplement,,,
ꮼ,ABBC,43964,cherokee small letter wo,Cherokee Supplement,,,
ꮽ,ABBD,43965,cherokee small letter wu,Cherokee Supplement,,,
ꮾ,ABBE,43966,cherokee small letter wv,Cherokee Supplement,,,
ꮿ,ABBF,43967,cherokee small letter ya,Cherokee Supplement,,,
ꯀ,ABC0,43968,meetei mayek letter kok,Meetei Mayek,,,
ꯁ,ABC1,43969,meetei mayek letter sam,Meetei Mayek,,,
ꯂ,ABC2,43970,meetei mayek letter lai,Meetei Mayek,,,
ꯃ,ABC3,43971,meetei mayek letter mit,Meetei Mayek,,,
ꯄ,ABC4,43972,meetei mayek letter pa,Meetei Mayek,,,
ꯅ,ABC5,43973,meetei mayek letter na,Meetei Mayek,,,
ꯆ,ABC6,43974,meetei mayek letter chil,Meetei Mayek,,,
ꯇ,ABC7,43975,meetei mayek letter til,Meetei Mayek,,,
ꯈ,ABC8,43976,meetei mayek letter khou,Meetei Mayek,,,
ꯉ,ABC9,43977,meetei mayek letter ngou,Meetei Mayek,,,
ꯊ,ABCA,43978,meetei mayek letter thou,Meetei Mayek,,,
ꯋ,ABCB,43979,meetei mayek letter wai,Meetei Mayek,,,
ꯌ,ABCC,43980,meetei mayek letter yang,Meetei Mayek,,,
ꯍ,ABCD,43981,meetei mayek letter huk,Meetei Mayek,,,
ꯎ,ABCE,43982,meetei mayek letter un,Meetei Mayek,,,
ꯏ,ABCF,43983,meetei mayek letter i,Meetei Mayek,,,
ꯐ,ABD0,43984,meetei mayek letter pham,Meetei Mayek,,,
ꯑ,ABD1,43985,meetei mayek letter atiya,Meetei Mayek,,,
ꯒ,ABD2,43986,meetei mayek letter gok,Meetei Mayek,,,
ꯓ,ABD3,43987,meetei mayek letter jham,Meetei Mayek,,,
ꯔ,ABD4,43988,meetei mayek letter rai,Meetei Mayek,,,
ꯕ,ABD5,43989,meetei mayek letter ba,Meetei Mayek,,,
ꯖ,ABD6,43990,meetei mayek letter jil,Meetei Mayek,,,
ꯗ,ABD7,43991,meetei mayek letter dil,Meetei Mayek,,,
ꯘ,ABD8,43992,meetei mayek letter ghou,Meetei Mayek,,,
ꯙ,ABD9,43993,meetei mayek letter dhou,Meetei Mayek,,,
ꯚ,ABDA,43994,meetei mayek letter bham,Meetei Mayek,,,
ꯛ,ABDB,43995,meetei mayek letter kok lonsum,Meetei Mayek,,,
ꯜ,ABDC,43996,meetei mayek letter lai lonsum,Meetei Mayek,,,
ꯝ,ABDD,43997,meetei mayek letter mit lonsum,Meetei Mayek,,,
ꯞ,ABDE,43998,meetei mayek letter pa lonsum,Meetei Mayek,,,
ꯟ,ABDF,43999,meetei mayek letter na lonsum,Meetei Mayek,,,
ꯠ,ABE0,44000,meetei mayek letter til lonsum,Meetei Mayek,,,
ꯡ,ABE1,44001,meetei mayek letter ngou lonsum,Meetei Mayek,,,
ꯢ,ABE2,44002,meetei mayek letter i lonsum,Meetei Mayek,,,
ꯣ,ABE3,44003,meetei mayek vowel sign onap,Meetei Mayek,,,
ꯤ,ABE4,44004,meetei mayek vowel sign inap,Meetei Mayek,,,
ꯥ,ABE5,44005,meetei mayek vowel sign anap,Meetei Mayek,,,
ꯦ,ABE6,44006,meetei mayek vowel sign yenap,Meetei Mayek,,,
ꯧ,ABE7,44007,meetei mayek vowel sign sounap,Meetei Mayek,,,
ꯨ,ABE8,44008,meetei mayek vowel sign unap,Meetei Mayek,,,
ꯩ,ABE9,44009,meetei mayek vowel sign cheinap,Meetei Mayek,,,
ꯪ,ABEA,44010,meetei mayek vowel sign nung,Meetei Mayek,,,
꯫,ABEB,44011,meetei mayek cheikhei,Meetei Mayek,,,
꯬,ABEC,44012,meetei mayek lum iyek,Meetei Mayek,,,
꯭,ABED,44013,meetei mayek apun iyek,Meetei Mayek,,,
꯰,ABF0,44016,meetei mayek digit zero,Meetei Mayek,,,
꯱,ABF1,44017,meetei mayek digit one,Meetei Mayek,,,
꯲,ABF2,44018,meetei mayek digit two,Meetei Mayek,,,
꯳,ABF3,44019,meetei mayek digit three,Meetei Mayek,,,
꯴,ABF4,44020,meetei mayek digit four,Meetei Mayek,,,
꯵,ABF5,44021,meetei mayek digit five,Meetei Mayek,,,
꯶,ABF6,44022,meetei mayek digit six,Meetei Mayek,,,
꯷,ABF7,44023,meetei mayek digit seven,Meetei Mayek,,,
꯸,ABF8,44024,meetei mayek digit eight,Meetei Mayek,,,
꯹,ABF9,44025,meetei mayek digit nine,Meetei Mayek,,,
ힰ,D7B0,55216,hangul jungseong o-yeo,Hangul Jamo Extended-B,,,
ힱ,D7B1,55217,hangul jungseong o-o-i,Hangul Jamo Extended-B,,,
ힲ,D7B2,55218,hangul jungseong yo-a,Hangul Jamo Extended-B,,,
ힳ,D7B3,55219,hangul jungseong yo-ae,Hangul Jamo Extended-B,,,
ힴ,D7B4,55220,hangul jungseong yo-eo,Hangul Jamo Extended-B,,,
ힵ,D7B5,55221,hangul jungseong u-yeo,Hangul Jamo Extended-B,,,
ힶ,D7B6,55222,hangul jungseong u-i-i,Hangul Jamo Extended-B,,,
ힷ,D7B7,55223,hangul jungseong yu-ae,Hangul Jamo Extended-B,,,
ힸ,D7B8,55224,hangul jungseong yu-o,Hangul Jamo Extended-B,,,
ힹ,D7B9,55225,hangul jungseong eu-a,Hangul Jamo Extended-B,,,
ힺ,D7BA,55226,hangul jungseong eu-eo,Hangul Jamo Extended-B,,,
ힻ,D7BB,55227,hangul jungseong eu-e,Hangul Jamo Extended-B,,,
ힼ,D7BC,55228,hangul jungseong eu-o,Hangul Jamo Extended-B,,,
ힽ,D7BD,55229,hangul jungseong i-ya-o,Hangul Jamo Extended-B,,,
ힾ,D7BE,55230,hangul jungseong i-yae,Hangul Jamo Extended-B,,,
ힿ,D7BF,55231,hangul jungseong i-yeo,Hangul Jamo Extended-B,,,
ퟀ,D7C0,55232,hangul jungseong i-ye,Hangul Jamo Extended-B,,,
ퟁ,D7C1,55233,hangul jungseong i-o-i,Hangul Jamo Extended-B,,,
ퟂ,D7C2,55234,hangul jungseong i-yo,Hangul Jamo Extended-B,,,
ퟃ,D7C3,55235,hangul jungseong i-yu,Hangul Jamo Extended-B,,,
ퟄ,D7C4,55236,hangul jungseong i-i,Hangul Jamo Extended-B,,,
ퟅ,D7C5,55237,hangul jungseong araea-a,Hangul Jamo Extended-B,,,
ퟆ,D7C6,55238,hangul jungseong araea-e,Hangul Jamo Extended-B,,,
ퟋ,D7CB,55243,hangul jongseong nieun-rieul,Hangul Jamo Extended-B,,,
ퟌ,D7CC,55244,hangul jongseong nieun-chieuch,Hangul Jamo Extended-B,,,
ퟍ,D7CD,55245,hangul jongseong ssangtikeut,Hangul Jamo Extended-B,,,
ퟎ,D7CE,55246,hangul jongseong ssangtikeut-pieup,Hangul Jamo Extended-B,,,
ퟏ,D7CF,55247,hangul jongseong tikeut-pieup,Hangul Jamo Extended-B,,,
ퟐ,D7D0,55248,hangul jongseong tikeut-sios,Hangul Jamo Extended-B,,,
ퟑ,D7D1,55249,hangul jongseong tikeut-sios-kiyeok,Hangul Jamo Extended-B,,,
ퟒ,D7D2,55250,hangul jongseong tikeut-cieuc,Hangul Jamo Extended-B,,,
ퟓ,D7D3,55251,hangul jongseong tikeut-chieuch,Hangul Jamo Extended-B,,,
ퟔ,D7D4,55252,hangul jongseong tikeut-thieuth,Hangul Jamo Extended-B,,,
ퟕ,D7D5,55253,hangul jongseong rieul-ssangkiyeok,Hangul Jamo Extended-B,,,
ퟖ,D7D6,55254,hangul jongseong rieul-kiyeok-hieuh,Hangul Jamo Extended-B,,,
ퟗ,D7D7,55255,hangul jongseong ssangrieul-khieukh,Hangul Jamo Extended-B,,,
ퟘ,D7D8,55256,hangul jongseong rieul-mieum-hieuh,Hangul Jamo Extended-B,,,
ퟙ,D7D9,55257,hangul jongseong rieul-pieup-tikeut,Hangul Jamo Extended-B,,,
ퟚ,D7DA,55258,hangul jongseong rieul-pieup-phieuph,Hangul Jamo Extended-B,,,
ퟛ,D7DB,55259,hangul jongseong rieul-yesieung,Hangul Jamo Extended-B,,,
ퟜ,D7DC,55260,hangul jongseong rieul-yeorinhieuh-hieuh,Hangul Jamo Extended-B,,,
ퟝ,D7DD,55261,hangul jongseong kapyeounrieul,Hangul Jamo Extended-B,,,
ퟞ,D7DE,55262,hangul jongseong mieum-nieun,Hangul Jamo Extended-B,,,
ퟟ,D7DF,55263,hangul jongseong mieum-ssangnieun,Hangul Jamo Extended-B,,,
ퟠ,D7E0,55264,hangul jongseong ssangmieum,Hangul Jamo Extended-B,,,
ퟡ,D7E1,55265,hangul jongseong mieum-pieup-sios,Hangul Jamo Extended-B,,,
